Place Name,Dataset,Numero_Recensioni,Latitude,Longitude,Link_to_Place,Address
100 Montaditos,porto,7,41.1837757,-8.5997618,"https://www.google.com/maps/search/100+Montaditos+Estr.+da+Circunvala%C3%A7%C3%A3o+7612+C,+4200-162+Porto,+Portugal","Estr. da Circunvalação 7612 C, 4200-162 Porto, Portugal"
100 Montaditos Cordoaria,porto,3,41.1467853,-8.6174632,"https://www.google.com/maps/search/100+Montaditos+Cordoaria+Campo+dos+M%C3%A1rtires+da+P%C3%A1tria+38,+4050-366+Porto,+Portugal","Campo dos Mártires da Pátria 38, 4050-366 Porto, Portugal"
17th Restaurant & Bar,porto,2,,,"https://www.google.com/maps/search/17th+Restaurant+&+Bar+R.+do+Bolh%C3%A3o+223,+4000-112+Porto,+Portugal","R. do Bolhão 223, 4000-112 Porto, Portugal"
36 Folie's,porto,1,41.146607,-8.6139136,"https://www.google.com/maps/search/36+Folie's+R.+de+C%C3%A2ndido+dos+Reis+no+36,+4050-151+Porto,+Portugal","R. de Cândido dos Reis no 36, 4050-151 Porto, Portugal"
A Brasileira,porto,2,41.1469269,-8.6090956,"https://www.google.com/maps/search/A+Brasileira+R.+de+S%C3%A1+da+Bandeira+91,+4000-427+Porto,+Portugal","R. de Sá da Bandeira 91, 4000-427 Porto, Portugal"
A Cachorra,porto,1,41.1453089,-8.6119242,"https://www.google.com/maps/search/A+Cachorra+R.+Trindade+Coelho+36,+4000-069+Porto,+Portugal","R. Trindade Coelho 36, 4000-069 Porto, Portugal"
A Casa da Valentina,porto,2,41.1492817,-8.6040074,"https://www.google.com/maps/search/A+Casa+da+Valentina+Rua+da+Alegria+170,+4000-033+Porto,+Portugal","Rua da Alegria 170, 4000-033 Porto, Portugal"
A Certain café,porto,1,41.147049,-8.6004915,"https://www.google.com/maps/search/A+Certain+caf%C3%A9+R.+do+Morgado+de+Mateus+107,+4000-333+Porto,+Portugal","R. do Morgado de Mateus 107, 4000-333 Porto, Portugal"
A Despensa,porto,2,41.1472496,-8.613547,"https://www.google.com/maps/search/A+Despensa+R.+do+Conde+de+Vizela+141,+4050-640+Porto,+Portugal","R. do Conde de Vizela 141, 4050-640 Porto, Portugal"
A Esquininha,porto,1,41.1552654,-8.6091175,"https://www.google.com/maps/search/A+Esquininha+R.+Jo%C3%A3o+das+Regras+122,+4000-290+Porto,+Portugal","R. João das Regras 122, 4000-290 Porto, Portugal"
A Favorita do Bolhão,porto,1,41.150149,-8.607798,"https://www.google.com/maps/search/A+Favorita+do+Bolh%C3%A3o+Rua+de+Fernandes+Tom%C3%A1s+783,+4000-218+Porto,+Portugal","Rua de Fernandes Tomás 783, 4000-218 Porto, Portugal"
A Fábrica da Picaria - Cervejaria Artesanal,porto,8,41.1495443,-8.6128129,"https://www.google.com/maps/search/A+F%C3%A1brica+da+Picaria+-+Cervejaria+Artesanal+Rua+da+Picaria+72,+4050-477+Porto,+Portugal","Rua da Picaria 72, 4050-477 Porto, Portugal"
A Grade,porto,1,41.1405556,-8.6149472,"https://www.google.com/maps/search/A+Grade+R.+de+S%C3%A3o+Nicolau+9,+4050-561+Porto,+Portugal","R. de São Nicolau 9, 4050-561 Porto, Portugal"
A Loja dos Pastéis de Chaves,porto,1,,,"https://www.google.com/maps/search/A+Loja+dos+Past%C3%A9is+de+Chaves+R.+da+Firmeza+476,+4000-453+Porto,+Portugal","R. da Firmeza 476, 4000-453 Porto, Portugal"
A Máscara,porto,1,41.1550248,-8.6799605,"https://www.google.com/maps/search/A+M%C3%A1scara+Av.+do+Brasil+308,+4150-152+Porto,+Portugal","Av. do Brasil 308, 4150-152 Porto, Portugal"
A Padaria Portuguesa,porto,5,,,"https://www.google.com/maps/search/A+Padaria+Portuguesa+R.+Prof.+Bento+de+Jesus+Cara%C3%A7a+235,+4200-318+Porto,+Portugal","R. Prof. Bento de Jesus Caraça 235, 4200-318 Porto, Portugal"
A Padoca,porto,1,,,"https://www.google.com/maps/search/A+Padoca+Rua+do+Ros%C3%A1rio+13,+4050-522+Porto,+Portugal","Rua do Rosário 13, 4050-522 Porto, Portugal"
A Regaleira,porto,3,41.1471031,-8.6096506,"https://www.google.com/maps/search/A+Regaleira+R.+do+Bonjardim+83,+4000-124+Porto,+Portugal","R. do Bonjardim 83, 4000-124 Porto, Portugal"
A Sandeira do Porto,porto,1,41.145292,-8.6127927,"https://www.google.com/maps/search/A+Sandeira+do+Porto+Rua+dos+Caldeireiros+85,+Porto,+Portugal","Rua dos Caldeireiros 85, Porto, Portugal"
A Solução - Empresa de Trabalho Temporário Lda,porto,1,,,"https://www.google.com/maps/search/A+Solu%C3%A7%C3%A3o+-+Empresa+de+Trabalho+Tempor%C3%A1rio+Lda+Tv.+das+Antas+31,+4350-046+Porto,+Portugal","Tv. das Antas 31, 4350-046 Porto, Portugal"
A Taverna,porto,1,,,"https://www.google.com/maps/search/A+Taverna+Pra%C3%A7a+Ribeira,+Porto,+Portugal","Praça Ribeira, Porto, Portugal"
A Tua Prima,porto,1,41.1484101,-8.6140424,"https://www.google.com/maps/place/A+Tua+Prima/@41.1484101,-8.6140424,17z/data=!4m6!3m5!1s0xd2464e2cfe6723d:0xd684b20c3912b66d!8m2!3d41.1484101!4d-8.6140424!16s%2Fg%2F11gcqx9xd2?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. de Ceuta 72, Porto, Portugal"
"A. Brito, Indústria Portuguesa de Engrenagens, Lda",porto,1,41.1790974,-8.5726152,"https://www.google.com/maps/search/A.+Brito,+Ind%C3%BAstria+Portuguesa+de+Engrenagens,+Lda+Estr.+Exterior+da+Circunvala%C3%A7%C3%A3o+5109,+4350-141+Porto,+Portugal","Estr. Exterior da Circunvalação 5109, 4350-141 Porto, Portugal"
ACP - Centro de Exames - Porto,porto,1,41.1695933,-8.6333029,"https://www.google.com/maps/search/ACP+-+Centro+de+Exames+-+Porto+Tv.+da+Prelada+463,+4250-380+Porto,+Portugal","Tv. da Prelada 463, 4250-380 Porto, Portugal"
ACTION STUDIO - POLE DANCE,porto,1,41.1537522,-8.6007856,"https://www.google.com/maps/search/ACTION+STUDIO+-+POLE+DANCE+R.+de+Anselmo+Braancamp+299,+4000-079+Porto,+Portugal","R. de Anselmo Braancamp 299, 4000-079 Porto, Portugal"
AJ Escola de Futebol Hernâni Gonçalves,porto,1,41.1602569,-8.6159762,"https://www.google.com/maps/search/AJ+Escola+de+Futebol+Hern%C3%A2ni+Gon%C3%A7alves+R.+de+Alves+Redol+292,+4050-042+Porto,+Portugal","R. de Alves Redol 292, 4050-042 Porto, Portugal"
AKI Porto,porto,1,41.177224,-8.6551543,"https://www.google.com/maps/search/AKI+Porto+Estr.+da+Circunvala%C3%A7%C3%A3o+13941-13975,+4100-178+Porto,+Portugal","Estr. da Circunvalação 13941-13975, 4100-178 Porto, Portugal"
ALE-HOP Santa Catarina,porto,2,41.1490446,-8.6061555,"https://www.google.com/maps/search/ALE-HOP+Santa+Catarina+R.+de+Santa+Catarina+319,+4000-451+Porto,+Portugal","R. de Santa Catarina 319, 4000-451 Porto, Portugal"
ALIBI by YoursPorto,porto,1,41.1453121,-8.6132543,"https://www.google.com/maps/search/ALIBI+by+YoursPorto+Rua+dos+Caldeireiros+135,+4050-140+Porto,+Portugal","Rua dos Caldeireiros 135, 4050-140 Porto, Portugal"
ARF Clínica Veterinária,porto,1,41.158142,-8.637114,"https://www.google.com/maps/search/ARF+Cl%C3%ADnica+Veterin%C3%A1ria+R.+de+Ant%C3%B3nio+Patr%C3%ADcio+n%C2%BA+58,+4150-098+Porto,+Portugal","R. de António Patrício nº 58, 4150-098 Porto, Portugal"
ATM Euronet,porto,1,41.1429689,-8.6140617,"https://www.google.com/maps/search/ATM+Euronet+R.+de+Mouzinho+da+Silveira+77,+4050-416+Porto,+Portugal","R. de Mouzinho da Silveira 77, 4050-416 Porto, Portugal"
Abaco - Pastelaria Restaurante,porto,2,41.1842844,-8.6014248,"https://www.google.com/maps/search/Abaco+-+Pastelaria+Restaurante+R.+Mte.+Guilherme+Camarinha+59,+4200-537+Porto,+Portugal","R. Mte. Guilherme Camarinha 59, 4200-537 Porto, Portugal"
Abadia do Porto,porto,2,41.1479805,-8.607802,"https://www.google.com/maps/search/Abadia+do+Porto+R.+do+Ateneu+Comercial+do+Porto+22,+4000-380+Porto,+Portugal","R. do Ateneu Comercial do Porto 22, 4000-380 Porto, Portugal"
Académico Bar,porto,4,41.1635579,-8.6017102,"https://www.google.com/maps/search/Acad%C3%A9mico+Bar+Rua+de+Costa+Cabral+196,+4200-208+Porto,+Portugal","Rua de Costa Cabral 196, 4200-208 Porto, Portugal"
Académico Futebol Club,porto,2,41.1633627,-8.6020478,"https://www.google.com/maps/search/Acad%C3%A9mico+Futebol+Club+Rua+de+Costa+Cabral+182,+4200-208+Porto,+Portugal","Rua de Costa Cabral 182, 4200-208 Porto, Portugal"
ActivoBank - Península (Porto),porto,1,41.156005,-8.63007,"https://www.google.com/maps/search/ActivoBank+-+Pen%C3%ADnsula+(Porto)+Pra%C3%A7a+do+Bom+Sucesso+109,+4150-146+Porto,+Portugal","Praça do Bom Sucesso 109, 4150-146 Porto, Portugal"
Adega Bebe-Se Mal,porto,1,41.1425705,-8.6166404,"https://www.google.com/maps/search/Adega+Bebe-Se+Mal+R.+de+Belomonte+96,+4050-452+Porto,+Portugal","R. de Belomonte 96, 4050-452 Porto, Portugal"
Adega Do Carregal,porto,1,41.1492239,-8.6167183,"https://www.google.com/maps/search/Adega+Do+Carregal+Tv.+do+Carregal+102,+4050-173+Porto,+Portugal","Tv. do Carregal 102, 4050-173 Porto, Portugal"
Adega Leonor,porto,25,41.1466211,-8.6169196,"https://www.google.com/maps/search/Adega+Leonor+Campo+dos+M%C3%A1rtires+da+P%C3%A1tria+n%C2%B058,+4050-366+Porto,+Portugal","Campo dos Mártires da Pátria n°58, 4050-366 Porto, Portugal"
Adega Rio Douro,porto,1,41.1481728,-8.6491781,"https://www.google.com/maps/search/Adega+Rio+Douro+R.+do+Ouro+223,+4150-223+Porto,+Portugal","R. do Ouro 223, 4150-223 Porto, Portugal"
Adega Sports Bar,porto,37,41.14948,-8.61406,"https://www.google.com/maps/search/Adega+Sports+Bar+R.+de+Jos%C3%A9+Falc%C3%A3o+180,+Porto,+Portugal","R. de José Falcão 180, Porto, Portugal"
Advanced Field Robotics,porto,1,41.1792012,-8.6063909,"https://www.google.com/maps/search/Advanced+Field+Robotics+R.+Dr.+Ant%C3%B3nio+Bernardino+de+Almeida+341,+4200-072+Porto,+Portugal","R. Dr. António Bernardino de Almeida 341, 4200-072 Porto, Portugal"
AfroTuga Porto,porto,1,,,"https://www.google.com/maps/search/AfroTuga+Porto+R.+de+Latino+Coelho+72+Loja+N%C2%B0+9,+4000-489+Porto,+Portugal","R. de Latino Coelho 72 Loja N° 9, 4000-489 Porto, Portugal"
Ageas Porto Coliseum,porto,7,41.146818,-8.605492,"https://www.google.com/maps/search/Ageas+Porto+Coliseum+R.+de+Passos+Manuel+137,+4000-385+Porto,+Portugal","R. de Passos Manuel 137, 4000-385 Porto, Portugal"
Al Porto,porto,1,,,"https://www.google.com/maps/search/Al+Porto+Av.+da+Boavista+717,+4100-127+Porto,+Portugal","Av. da Boavista 717, 4100-127 Porto, Portugal"
Alameda Shop & Spot,porto,29,41.1637391,-8.5841842,"https://www.google.com/maps/search/Alameda+Shop+&+Spot+R.+dos+Campe%C3%B5es+Europeus+28,+4350-414+Porto,+Portugal","R. dos Campeões Europeus 28, 4350-414 Porto, Portugal"
Alameda das Fontaínhas,porto,1,,,"https://www.google.com/maps/search/Alameda+das+Fonta%C3%ADnhas+Alameda+das+Fontainhas+210,+4000-235+Porto,+Portugal","Alameda das Fontainhas 210, 4000-235 Porto, Portugal"
Alberto Sampaio,porto,1,41.1774289,-8.6268847,"https://www.google.com/maps/place/R.+de+Alberto+Sampaio,+Porto,+Portugal/@41.1774289,-8.6268847,17z/data=!4m6!3m5!1s0xd2465b7fa2b9865:0xcdd5d619bfa3abe7!8m2!3d41.1774289!4d-8.6268847!16s%2Fg%2F119v8_dz0?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","4250-452 Porto, Portugal"
Alecrim,porto,1,41.1462197,-8.6028777,"https://www.google.com/maps/search/Alecrim+Passeio+de+S%C3%A3o+L%C3%A1zaro+n27,+4000-507+Porto,+Portugal","Passeio de São Lázaro n27, 4000-507 Porto, Portugal"
Alessandro's Guest House,porto,1,41.1785499,-8.6119475,"https://www.google.com/maps/search/Alessandro's+Guest+House+Alameda+25+de+Abril+272,+4200-530+Porto,+Portugal","Alameda 25 de Abril 272, 4200-530 Porto, Portugal"
Alexandre Herculano Oporto Residence,porto,1,41.1444461,-8.6057414,"https://www.google.com/maps/search/Alexandre+Herculano+Oporto+Residence+R.+de+Alexandre+Herculano+352,+4000-325+Porto,+Portugal","R. de Alexandre Herculano 352, 4000-325 Porto, Portugal"
Alfandega Congress Center,porto,7,,,"https://www.google.com/maps/search/Alfandega+Congress+Center+EDIF%C3%8DCIO+DA+ALF%C3%82NDEGA,+R.+Nova+da+Alf%C3%A2ndega,+4050-430+Porto,+Portugal","EDIFÍCIO DA ALFÂNDEGA, R. Nova da Alfândega, 4050-430 Porto, Portugal"
Aliados,porto,1,41.1483096,-8.6108148,"https://www.google.com/maps/search/Aliados+4000-065+Porto,+Portugal","4000-065 Porto, Portugal"
Alim Esfihas,porto,3,,,"https://www.google.com/maps/search/Alim+Esfihas+Pra%C3%A7a+do+Ex%C3%A9rcito+Libertador+107,+4250-204+Porto,+Portugal","Praça do Exército Libertador 107, 4250-204 Porto, Portugal"
Aline Cunha Beauty,porto,1,41.1594632,-8.608071,"https://www.google.com/maps/search/Aline+Cunha+Beauty+R.+de+Faria+Guimar%C3%A3es+248,+4000-203+Porto,+Portugal","R. de Faria Guimarães 248, 4000-203 Porto, Portugal"
Aline Teles Nail Designer,porto,1,41.1592558,-8.6100573,"https://www.google.com/maps/search/Aline+Teles+Nail+Designer+SAL%C3%83O+JADE'S,+Rua+de+Cam%C3%B5es+817,+4000-142+Porto,+Portugal","SALÃO JADE'S, Rua de Camões 817, 4000-142 Porto, Portugal"
Alma do Cachorro,porto,5,,,"https://www.google.com/maps/search/Alma+do+Cachorro+Rua+de+Oliveira+Monteiro+178,+4050-438+Porto,+Portugal","Rua de Oliveira Monteiro 178, 4050-438 Porto, Portugal"
Almada Café,porto,35,41.150375,-8.6118472,"https://www.google.com/maps/search/Almada+Caf%C3%A9+R.+do+Dr.+Ricardo+Jorge+74,+4000-407+Porto,+Portugal","R. do Dr. Ricardo Jorge 74, 4000-407 Porto, Portugal"
Almada Em Branco,porto,1,41.1472691,-8.6122668,"https://www.google.com/maps/place/Almada+Em+Branco/@41.1472691,-8.6122668,17z/data=!4m6!3m5!1s0xd2464e31212cb5d:0x9489d4af1cb06603!8m2!3d41.1472691!4d-8.6122668!16s%2Fg%2F11c5zlvnvr?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","Rua do Almada 125, 4000-196 Porto, Portugal"
Alojamento local,porto,1,,,"https://www.google.com/maps/search/Alojamento+local+R.+Chaves+de+Oliveira+130,+4350-302+Porto,+Portugal","R. Chaves de Oliveira 130, 4350-302 Porto, Portugal"
Altair Freire Cabelereiro,porto,1,41.1618782,-8.6056104,"https://www.google.com/maps/place/Altair+Freire+Cabelereiro/@41.1618782,-8.6056104,17z/data=!4m6!3m5!1s0xd2464578255d6c1:0xc651ad1eec9e82e1!8m2!3d41.1618782!4d-8.6056104!16s%2Fg%2F11c6_dpffy?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. da Constituição 621, 4200-200 Porto, Portugal"
Alter Solutions Portugal,porto,1,41.1556932,-8.6255183,"https://www.google.com/maps/search/Alter+Solutions+Portugal+R.+de+Ricardo+Severo+n%C2%BA+3+5%C2%BA,+4050-515+Porto,+Portugal","R. de Ricardo Severo nº 3 5º, 4050-515 Porto, Portugal"
Alto Porto,porto,1,41.1525811,-8.6182057,"https://www.google.com/maps/search/Alto+Porto+R.+de+Cedofeita+333,+4050-123+Porto,+Portugal","R. de Cedofeita 333, 4050-123 Porto, Portugal"
Amazon Locker - Daniel,porto,1,41.164628,-8.5898171,"https://www.google.com/maps/search/Amazon+Locker+-+Daniel+R.+Santo+Ant%C3%B3nio+das+Antas+36,+4350-156+Porto,+Portugal","R. Santo António das Antas 36, 4350-156 Porto, Portugal"
Amigos da fruta,porto,1,41.1735582,-8.5868436,"https://www.google.com/maps/search/Amigos+da+fruta+4350,+Rua+de+Costa+Cabral+2006,+4420-207+Porto,+Portugal","4350, Rua de Costa Cabral 2006, 4420-207 Porto, Portugal"
Amizade. RESTAURANTE,porto,1,41.1616783,-8.6021642,"https://www.google.com/maps/search/Amizade.+RESTAURANTE+R.+da+Constitui%C3%A7%C3%A3o+338,+4200-198+Porto,+Portugal","R. da Constituição 338, 4200-198 Porto, Portugal"
Amorefrato,porto,1,41.1471962,-8.6072152,"https://www.google.com/maps/search/Amorefrato+R.+de+Passos+Manuel+69,+4000-381+Porto,+Portugal","R. de Passos Manuel 69, 4000-381 Porto, Portugal"
Amorino Gelato - Porto Carmelitas,porto,4,41.1462302,-8.6149352,"https://www.google.com/maps/search/Amorino+Gelato+-+Porto+Carmelitas+R.+das+Carmelitas+158+162,+4050-161+Porto,+Portugal","R. das Carmelitas 158 162, 4050-161 Porto, Portugal"
Amorino Gelato - Porto Clérigos,porto,1,41.1454954,-8.6149587,"https://www.google.com/maps/search/Amorino+Gelato+-+Porto+Cl%C3%A9rigos+Campo+dos+M%C3%A1rtires+da+P%C3%A1tria+101,+4050-367+Porto,+Portugal","Campo dos Mártires da Pátria 101, 4050-367 Porto, Portugal"
Amorino Gelato - Porto Santa Catarina,porto,3,41.1481636,-8.6062909,"https://www.google.com/maps/search/Amorino+Gelato+-+Porto+Santa+Catarina+R.+de+Santa+Catarina+222,+4000-442+Porto,+Portugal","R. de Santa Catarina 222, 4000-442 Porto, Portugal"
Amparo,porto,1,41.1561362,-8.5933741,"https://www.google.com/maps/search/Amparo+R.+do+Amparo+n,+4350-031+Porto,+Portugal","R. do Amparo n, 4350-031 Porto, Portugal"
AnaFlor & Cia.,porto,1,41.1756675,-8.58631,"https://www.google.com/maps/search/AnaFlor+&+Cia.+Rua+de+Costa+Cabral+2245,+4200-230+Porto,+Portugal","Rua de Costa Cabral 2245, 4200-230 Porto, Portugal"
Andrea Marques Esteticista e Terapeuta,porto,1,41.1788551,-8.5822045,"https://www.google.com/maps/search/Andrea+Marques+Esteticista+e+Terapeuta+Av.+de+Fern%C3%A3o+de+Magalh%C3%A3es+3454,+4350-163+Porto,+Portugal","Av. de Fernão de Magalhães 3454, 4350-163 Porto, Portugal"
Aniki,porto,1,,,"https://www.google.com/maps/search/Aniki+R.+da+Fonte+Taurina+36,+4050-080+Porto,+Portugal","R. da Fonte Taurina 36, 4050-080 Porto, Portugal"
Anjos Urbanos,porto,1,41.1466359,-8.6046516,"https://www.google.com/maps/search/Anjos+Urbanos+R.+de+Passos+Manuel+223,+4000-382+Porto,+Portugal","R. de Passos Manuel 223, 4000-382 Porto, Portugal"
Antiga Tabacaria Veludo,porto,1,41.1485861,-8.5978087,"https://www.google.com/maps/place/Antiga+Tabacaria+Veludo/@41.1485861,-8.5978087,17z/data=!4m6!3m5!1s0xd2464edbbfc15f1:0xa7343fccf9d13af8!8m2!3d41.1485861!4d-8.5978087!16s%2Fg%2F1vtzjh1r?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. do Bonfim 84 88, 4300-066 Porto, Portugal"
Antunes,porto,2,41.1520262,-8.6081549,"https://www.google.com/maps/search/Antunes+R.+do+Bonjardim+614,+4000-124+Porto,+Portugal","R. do Bonjardim 614, 4000-124 Porto, Portugal"
"António Conde - Cirurgia Plástica, Lda.",porto,1,41.1572679,-8.6259294,"https://www.google.com/maps/search/Ant%C3%B3nio+Conde+-+Cirurgia+Pl%C3%A1stica,+Lda.+Av.+da+Boavista+171,+4050-113+Porto,+Portugal","Av. da Boavista 171, 4050-113 Porto, Portugal"
Antù Porto,porto,1,41.1464427,-8.6034727,"https://www.google.com/maps/search/Ant%C3%B9+Porto+Pra%C3%A7a+dos+Poveiros,+4000-393+Porto,+Portugal","Praça dos Poveiros, 4000-393 Porto, Portugal"
Anízia Florista,porto,1,41.153909,-8.6760402,"https://www.google.com/maps/search/An%C3%ADzia+Florista+R.+C%C3%A2ndida+S%C3%A1+de+Albergaria+200,+4150-183+Porto,+Portugal","R. Cândida Sá de Albergaria 200, 4150-183 Porto, Portugal"
Apartamento coffee & snacks,porto,1,41.1560544,-8.6193711,"https://www.google.com/maps/search/Apartamento+coffee+&+snacks+R.+de+Cedofeita+607,+4050-107+Porto,+Portugal","R. de Cedofeita 607, 4050-107 Porto, Portugal"
AquaRio,porto,2,-22.8932188,-43.1918019,"https://www.google.com/maps/search/AquaRio+Pra%C3%A7a+Muhammad+Ali+-+Via+Bin%C3%A1rio+do+Porto,+s/n+-+Gamboa,+Rio+de+Janeiro+-+RJ,+20220-360,+Brazil","Praça Muhammad Ali - Via Binário do Porto, s/n - Gamboa, Rio de Janeiro - RJ, 20220-360, Brazil"
Aqui E Agora Vintage,porto,1,41.1497752,-8.6204867,"https://www.google.com/maps/search/Aqui+E+Agora+Vintage+Rua+de+Miguel+Bombarda+304+308,+4050-377+Porto,+Portugal","Rua de Miguel Bombarda 304 308, 4050-377 Porto, Portugal"
Aquário - Comércio de Eletrónica,porto,1,41.1481691,-8.604056,"https://www.google.com/maps/search/Aqu%C3%A1rio+-+Com%C3%A9rcio+de+Eletr%C3%B3nica+Rua+da+Alegria+93,+4000-042+Porto,+Portugal","Rua da Alegria 93, 4000-042 Porto, Portugal"
"Aransa Portugal - Sgps, Lda.",porto,1,41.159245,-8.6356075,"https://www.google.com/maps/search/Aransa+Portugal+-+Sgps,+Lda.+4100-456+Porto,+Portugal","4100-456 Porto, Portugal"
ArcanjoBarberStudio,porto,1,41.1662629,-8.6249369,"https://www.google.com/maps/search/ArcanjoBarberStudio+Pra%C3%A7a+do+Ex%C3%A9rcito+Libertador+94,+4250-204+Porto,+Portugal","Praça do Exército Libertador 94, 4250-204 Porto, Portugal"
Arco ao Meio,porto,1,41.151466,-8.6139147,"https://www.google.com/maps/search/Arco+ao+Meio+Rua+dos+M%C3%A1rtires+da+Liberdade+99,+4200-081+Porto,+Portugal","Rua dos Mártires da Liberdade 99, 4200-081 Porto, Portugal"
Areluna - Clínica Dentária e Estética Avançada,porto,1,,,"https://www.google.com/maps/search/Areluna+-+Cl%C3%ADnica+Dent%C3%A1ria+e+Est%C3%A9tica+Avan%C3%A7ada+Rua+de+J%C3%BAlio+Dinis+190+R/C,+4050-027+Porto,+Portugal","Rua de Júlio Dinis 190 R/C, 4050-027 Porto, Portugal"
Armazém 71,porto,5,41.1465834,-8.6137656,"https://www.google.com/maps/search/Armaz%C3%A9m+71+R.+do+Conde+de+Vizela+71,+4050-640+Porto,+Portugal","R. do Conde de Vizela 71, 4050-640 Porto, Portugal"
Armazém da Cerveja,porto,3,,,"https://www.google.com/maps/search/Armaz%C3%A9m+da+Cerveja+R.+Formosa+130,+4000-254+Porto,+Portugal","R. Formosa 130, 4000-254 Porto, Portugal"
Armory - Camuflado.com,porto,1,,,"https://www.google.com/maps/search/Armory+-+Camuflado.com+R.+de+Faria+Guimar%C3%A3es+721,+4200-291+Porto,+Portugal","R. de Faria Guimarães 721, 4200-291 Porto, Portugal"
Aromatic Laundry,porto,1,41.1561728,-8.6090982,"https://www.google.com/maps/place/Aromatic+Laundry/@41.1561728,-8.6090982,17z/data=!4m6!3m5!1s0xd246518997e8d2f:0x727d5876f302b7a8!8m2!3d41.1561728!4d-8.6090982!16s%2Fg%2F11txtytktd?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. de Fonseca Cardoso 110, 4000-318 Porto, Portugal"
Art Pizza,porto,2,41.1614614,-8.6098384,"https://www.google.com/maps/search/Art+Pizza+R.+de+S%C3%A3o+Br%C3%A1s+483,+4000-143+Porto,+Portugal","R. de São Brás 483, 4000-143 Porto, Portugal"
Asia Connection Porto,porto,1,,,"https://www.google.com/maps/search/Asia+Connection+Porto+Rua+da+F%C3%A1brica+81,+4050-247+Porto,+Portugal","Rua da Fábrica 81, 4050-247 Porto, Portugal"
Assador Portuense,porto,1,41.1496499,-8.6160424,"https://www.google.com/maps/search/Assador+Portuense+Tv.+de+Cedofeita+20A,+4050-183+Porto,+Portugal","Tv. de Cedofeita 20A, 4050-183 Porto, Portugal"
Associação Abraço - Centro de Rastreio Porto,porto,1,41.1529336,-8.6222577,"https://www.google.com/maps/search/Associa%C3%A7%C3%A3o+Abra%C3%A7o+-+Centro+de+Rastreio+Porto+Rua+da+Torrinha+254+D,+4050-609+Porto,+Portugal","Rua da Torrinha 254 D, 4050-609 Porto, Portugal"
Associação Betel,porto,2,41.1603509,-8.6115685,"https://www.google.com/maps/search/Associa%C3%A7%C3%A3o+Betel+R.+de+Antero+de+Quental+240,+4050-052+Porto,+Portugal","R. de Antero de Quental 240, 4050-052 Porto, Portugal"
Associação De Moradores Da Bouça,porto,1,41.1605743,-8.6203838,"https://www.google.com/maps/place/Associa%C3%A7%C3%A3o+De+Moradores+Da+Bou%C3%A7a/@41.1605743,-8.6203838,17z/data=!4m6!3m5!1s0xd2465aa368ba483:0xe9fd21ed7ad20da!8m2!3d41.1605743!4d-8.6203838!16s%2Fg%2F1tfrt5_p?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. dos Burgães 345, 4050-136 Porto, Portugal"
Astronauta Food and Drinks,porto,6,,,"https://www.google.com/maps/search/Astronauta+Food+and+Drinks+R.+do+Conde+de+Ferreira+285,+4300-096+Porto,+Portugal","R. do Conde de Ferreira 285, 4300-096 Porto, Portugal"
Astória Restaurant,porto,1,41.1457901,-8.6114597,"https://www.google.com/maps/search/Ast%C3%B3ria+Restaurant+Pra%C3%A7a+da+Liberdade+25,+4000-069+Porto,+Portugal","Praça da Liberdade 25, 4000-069 Porto, Portugal"
At Street.Coffee® - SPECIALTY COFFEE FOR ALL.,porto,3,41.1477286,-8.6138734,"https://www.google.com/maps/search/At+Street.Coffee%C2%AE+-+SPECIALTY+COFFEE+FOR+ALL.+R.+de+Santa+Teresa+4,+4450-537+Porto,+Portugal","R. de Santa Teresa 4, 4450-537 Porto, Portugal"
Atelier Santa Costura,porto,2,41.1530241,-8.621004,"https://www.google.com/maps/search/Atelier+Santa+Costura+R.+de+An%C3%ADbal+Cunha+29,+4050-048+Porto,+Portugal","R. de Aníbal Cunha 29, 4050-048 Porto, Portugal"
Ateneu Comercial do Porto,porto,1,41.1471669,-8.6078721,"https://www.google.com/maps/place/Ateneu+Comercial+do+Porto/@41.1471669,-8.6078721,17z/data=!4m6!3m5!1s0xd2464e4fe76f76b:0x9ab472a5d7ce31e!8m2!3d41.1471669!4d-8.6078721!16s%2Fg%2F1vf9dn8x?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. de Passos Manuel 44, 4000-381 Porto, Portugal"
Attuali Dental Clinic,porto,1,41.1546261,-8.6435057,"https://www.google.com/maps/search/Attuali+Dental+Clinic+Rua+do+Campo+Alegre+1306+5+andar+-+sala+508,+4150-174+Porto,+Portugal","Rua do Campo Alegre 1306 5 andar - sala 508, 4150-174 Porto, Portugal"
