Place Name,Dataset,Numero_Recensioni,Latitude,Longitude,Link_to_Place,Address
Gokobe-Sushi,porto,1,41.1553096,-8.6480104,"https://www.google.com/maps/place/Gokobe-Sushi/@41.1553096,-8.6480104,17z/data=!4m6!3m5!1s0xd24657361fd5eb1:0xe12e8e99cb9f25e5!8m2!3d41.1553096!4d-8.6480104!16s%2Fg%2F11b6zqh6mr?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. de Grijó 44, 4150-384 Porto, Portugal"
Goldcar,porto,4,41.2414632,-8.6692358,"https://www.google.com/maps/search/Goldcar+Rent-A-Car,+Avenida+das,+Aeroporto+do+Porto,+4470-995+Maia,+Portugal","Rent-A-Car, Avenida das, Aeroporto do Porto, 4470-995 Maia, Portugal"
Goldclima,porto,1,,,"https://www.google.com/maps/search/Goldclima+Rua+de+Santos+Pousada+696,+4000-480+Porto,+Portugal","Rua de Santos Pousada 696, 4000-480 Porto, Portugal"
Gomes CorteseCores,porto,2,,,"https://www.google.com/maps/search/Gomes+CorteseCores+R.+da+Firmeza+104+106,+4000-225+Porto,+Portugal","R. da Firmeza 104 106, 4000-225 Porto, Portugal"
Goola Açaí,porto,1,,,"https://www.google.com/maps/search/Goola+A%C3%A7a%C3%AD+Mercado+Bom+Sucesso,+Pra%C3%A7a+do+Bom+Sucesso,+4150-145+Porto,+Portugal","Mercado Bom Sucesso, Praça do Bom Sucesso, 4150-145 Porto, Portugal"
Gota a Gota Wine House,porto,1,,,"https://www.google.com/maps/search/Gota+a+Gota+Wine+House+R.+de+Cedofeita+572,+4050-175+Porto,+Portugal","R. de Cedofeita 572, 4050-175 Porto, Portugal"
Grafipronto,porto,1,,,"https://www.google.com/maps/search/Grafipronto+Rua+Gon%C3%A7alo+Sampaio,+Numero+350+,+Loja+008,+Piso+-1,+4150-365+Porto,+Portugal","Rua Gonçalo Sampaio, Numero 350 , Loja 008, Piso -1, 4150-365 Porto, Portugal"
Grafite,porto,1,,,"https://www.google.com/maps/search/Grafite+Largo+da+Fontinha+5,+4000-241+Porto,+Portugal","Largo da Fontinha 5, 4000-241 Porto, Portugal"
Grande Oceano Guest House,porto,1,,,"https://www.google.com/maps/search/Grande+Oceano+Guest+House+Rua+da+F%C3%A1brica+45,+4050-247+Porto,+Portugal","Rua da Fábrica 45, 4050-247 Porto, Portugal"
Granno Risoteria,porto,1,41.1424749,-8.6156077,"https://www.google.com/maps/place/Granno+Risoteria/@41.1424749,-8.6156077,17z/data=!4m6!3m5!1s0xd2465675e854ac5:0x3a15c89a46dfd633!8m2!3d41.1424749!4d-8.6156077!16s%2Fg%2F11svm8cmch?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. do Comércio do Porto 209, 4050-295 Porto, Portugal"
Graça Rooftop Bar,porto,1,,,"https://www.google.com/maps/search/Gra%C3%A7a+Rooftop+Bar+R.+do+Dr.+Magalh%C3%A3es+Lemos+83+4+andar,+4000-332+Porto,+Portugal","R. do Dr. Magalhães Lemos 83 4 andar, 4000-332 Porto, Portugal"
Green Tea,porto,1,,,"https://www.google.com/maps/search/Green+Tea+Av.+da+Fran%C3%A7a+104,+4050-275+Porto,+Portugal","Av. da França 104, 4050-275 Porto, Portugal"
Griffon's,porto,2,,,"https://www.google.com/maps/search/Griffon's+R.+do+Conde+de+Vizela+95,+4050-640+Porto,+Portugal","R. do Conde de Vizela 95, 4050-640 Porto, Portugal"
Grigio,porto,1,,,"https://www.google.com/maps/search/Grigio+Rua+do+Almada+344,+Porto,+Portugal","Rua do Almada 344, Porto, Portugal"
Grupo Celeste,porto,1,,,"https://www.google.com/maps/search/Grupo+Celeste+Rua+da+Lapa+48,+4050-332+Porto,+Portugal","Rua da Lapa 48, 4050-332 Porto, Portugal"
Guerin Rental Car,porto,1,,,"https://www.google.com/maps/search/Guerin+Rental+Car+Aeroporto+Internacional+Francisco+S%C3%A1+Carneiro,+Av.+do+Aeroporto,+4470-558+Porto,+Portugal","Aeroporto Internacional Francisco Sá Carneiro, Av. do Aeroporto, 4470-558 Porto, Portugal"
Guerreiro Barbershop&MotoGuerreiro,porto,1,,,"https://www.google.com/maps/search/Guerreiro+Barbershop&MotoGuerreiro+R.+de+An%C3%ADbal+Cunha+140,+4050-046+Porto,+Portugal","R. de Aníbal Cunha 140, 4050-046 Porto, Portugal"
GuestReady Porto,porto,1,,,"https://www.google.com/maps/search/GuestReady+Porto+R.+de+5+de+Outubro+195,+4100-175+Porto,+Portugal","R. de 5 de Outubro 195, 4100-175 Porto, Portugal"
"Guilty by Olivier, Porto",porto,4,,,"https://www.google.com/maps/search/Guilty+by+Olivier,+Porto+Pct+Adelino+Amaro+da+Costa,+4050-012+Porto,+Portugal","Pct Adelino Amaro da Costa, 4050-012 Porto, Portugal"
Guindalense Football Club,porto,11,41.1416916,-8.6088738,"https://www.google.com/maps/search/Guindalense+Football+Club+Escada+dos+Guindais+43,+4000-337+Porto,+Portugal","Escada dos Guindais 43, 4000-337 Porto, Portugal"
H&M,porto,3,,,"https://www.google.com/maps/search/H&M+Av.+dos+Descobrimentos+549+loja+117-117a,+4404-503+Porto,+Portugal","Av. dos Descobrimentos 549 loja 117-117a, 4404-503 Porto, Portugal"
H3,porto,1,,,"https://www.google.com/maps/search/H3+R.+Dr.+Pl%C3%A1cido+da+Costa,+4200-450+Porto,+Portugal","R. Dr. Plácido da Costa, 4200-450 Porto, Portugal"
H3 Hamburgerology,porto,1,,,"https://www.google.com/maps/search/H3+Hamburgerology+Ac.+ao+Shopping+Parque+Nascente,+4350-414+Porto,+Portugal","Ac. ao Shopping Parque Nascente, 4350-414 Porto, Portugal"
H3 – New Hamburgology,porto,1,,,"https://www.google.com/maps/search/H3+%E2%80%93+New+Hamburgology+R.+de+Santa+Catarina+312,+4000-446+Porto,+Portugal","R. de Santa Catarina 312, 4000-446 Porto, Portugal"
HD Bar to Be Wild,porto,1,,,"https://www.google.com/maps/search/HD+Bar+to+Be+Wild+R.+da+Galeria+de+Paris+113,+4050-284+Porto,+Portugal","R. da Galeria de Paris 113, 4050-284 Porto, Portugal"
HF Fénix Porto,porto,1,,,"https://www.google.com/maps/search/HF+F%C3%A9nix+Porto+R.+de+Gon%C3%A7alo+Sampaio+282,+4150-365+Porto,+Portugal","R. de Gonçalo Sampaio 282, 4150-365 Porto, Portugal"
HF Ipanema Park,porto,2,,,"https://www.google.com/maps/search/HF+Ipanema+Park+R.+de+Serralves+124,+4150-702+Porto,+Portugal","R. de Serralves 124, 4150-702 Porto, Portugal"
HF Tuela Porto,porto,1,,,"https://www.google.com/maps/search/HF+Tuela+Porto+R.+Arquitecto+Marques+da+Silva+200,+4150-483+Porto,+Portugal","R. Arquitecto Marques da Silva 200, 4150-483 Porto, Portugal"
HP Sushi,porto,1,,,"https://www.google.com/maps/search/HP+Sushi+Rua+da+Alegria+87,+4000-042+Porto,+Portugal","Rua da Alegria 87, 4000-042 Porto, Portugal"
HUMANA,porto,18,41.1507221,-8.6055232,"https://www.google.com/maps/search/HUMANA+Rua+de+J%C3%BAlio+Dinis+928,+4050-322+Porto,+Portugal","Rua de Júlio Dinis 928, 4050-322 Porto, Portugal"
Hamburgueria Colosso,porto,1,,,"https://www.google.com/maps/search/Hamburgueria+Colosso+Rua+de+Oliveira+Monteiro+183,+4050-442+Porto,+Portugal","Rua de Oliveira Monteiro 183, 4050-442 Porto, Portugal"
Hamburgueria DeGema,porto,3,,,"https://www.google.com/maps/search/Hamburgueria+DeGema+Rua+do+Almada+249,+4050-038+Porto,+Portugal","Rua do Almada 249, 4050-038 Porto, Portugal"
Hamburgueria do Mercado,porto,1,,,"https://www.google.com/maps/search/Hamburgueria+do+Mercado+Rua+de+Diu+Mercado+da,+4200-024+Porto,+Portugal","Rua de Diu Mercado da, 4200-024 Porto, Portugal"
Han Table Barbecue Porto,porto,8,,,"https://www.google.com/maps/search/Han+Table+Barbecue+Porto+PT+Porto,+Rua+do+Almada+267,+4000-407+Porto,+Portugal","PT Porto, Rua do Almada 267, 4000-407 Porto, Portugal"
Hand´Go | Food Market,porto,1,,,"https://www.google.com/maps/search/Hand%C2%B4Go+%7C+Food+Market+R.+Dr.+Manuel+Pereira+da+Silva+216,+4200-389+Porto,+Portugal","R. Dr. Manuel Pereira da Silva 216, 4200-389 Porto, Portugal"
Happy Code Porto,porto,1,,,"https://www.google.com/maps/search/Happy+Code+Porto+R.+de+Ant%C3%B3nio+Patr%C3%ADcio+34,+4150-098+Porto,+Portugal","R. de António Patrício 34, 4150-098 Porto, Portugal"
Harab's Esfirraris,porto,5,,,"https://www.google.com/maps/search/Harab's+Esfirraris+R.+de+Faria+Guimar%C3%A3es+705,+4200-291+Porto,+Portugal","R. de Faria Guimarães 705, 4200-291 Porto, Portugal"
Hard Club,porto,3,41.1419143,-8.6148862,"https://www.google.com/maps/place/Hard+Club/@41.1419143,-8.6148862,17z/data=!4m6!3m5!1s0xd246518c50af2e1:0xe6b342cc547ffc85!8m2!3d41.1419143!4d-8.6148862!16s%2Fg%2F1229bz37?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","Mercado Ferreira Borges, 4050-252 Porto, Portugal"
Hard Rock Cafe,porto,7,41.1472201,-8.612078,"https://www.google.com/maps/search/Hard+Rock+Cafe+Rua+do+Almada+120,+4050-031+Porto,+Portugal","Rua do Almada 120, 4050-031 Porto, Portugal"
Have a bite - drinks & snacks,porto,1,,,"https://www.google.com/maps/search/Have+a+bite+-+drinks+&+snacks+Rua+dos+Caldeireiros+67+69,+4050-140+Porto,+Portugal","Rua dos Caldeireiros 67 69, 4050-140 Porto, Portugal"
Health Center Campanhã,porto,1,,,"https://www.google.com/maps/search/Health+Center+Campanh%C3%A3+R.+S%C3%A3o+Roque+da+Lameira+2275,+4350-307+Porto,+Portugal","R. São Roque da Lameira 2275, 4350-307 Porto, Portugal"
Herdade 1980,porto,1,,,"https://www.google.com/maps/search/Herdade+1980+R.+Formosa+322,+4000-211+Porto,+Portugal","R. Formosa 322, 4000-211 Porto, Portugal"
Heróis da Coxinha,porto,1,,,"https://www.google.com/maps/search/Her%C3%B3is+da+Coxinha+R.+Dr.+Joaquim+Pires+de+Lima+144,+4200-347+Porto,+Portugal","R. Dr. Joaquim Pires de Lima 144, 4200-347 Porto, Portugal"
Hillsong Portugal (Campus do Porto),porto,2,,,"https://www.google.com/maps/search/Hillsong+Portugal+(Campus+do+Porto)+R.+de+Justino+Teixeira+461,+Porto,+Portugal","R. de Justino Teixeira 461, Porto, Portugal"
Hispano Café,porto,1,,,"https://www.google.com/maps/search/Hispano+Caf%C3%A9+R.+de+Pedro+Hispano+971,+4250-364+Porto,+Portugal","R. de Pedro Hispano 971, 4250-364 Porto, Portugal"
Hokkah Lounge Bistro,porto,1,,,"https://www.google.com/maps/search/Hokkah+Lounge+Bistro+PC+GEN+Humberto+Delgado+307,+4000-035+Porto,+Portugal","PC GEN Humberto Delgado 307, 4000-035 Porto, Portugal"
Holi Caffé - Boavista,porto,1,,,"https://www.google.com/maps/search/Holi+Caff%C3%A9+-+Boavista+R.+de+Paula+Vicente+24,+4050-459+Porto,+Portugal","R. de Paula Vicente 24, 4050-459 Porto, Portugal"
Holmes Place Boavista,porto,2,,,"https://www.google.com/maps/search/Holmes+Place+Boavista+Est%C3%A1dio+do+Bessa,+R.+de+O+Primeiro+de+Janeiro,+4100-365+Porto,+Portugal","Estádio do Bessa, R. de O Primeiro de Janeiro, 4100-365 Porto, Portugal"
Holy Moly - Ice Cream & Coffee Shop,porto,2,41.1478582,-8.612009,"https://www.google.com/maps/search/Holy+Moly+-+Ice+Cream+&+Coffee+Shop+R.+El%C3%ADsio+de+Melo+51,+4000-196+Porto,+Portugal","R. Elísio de Melo 51, 4000-196 Porto, Portugal"
Holy Sandwich Shop,porto,14,,,"https://www.google.com/maps/search/Holy+Sandwich+Shop+R.+do+Com%C3%A9rcio+do+Porto+130,+4050-209+Porto,+Portugal","R. do Comércio do Porto 130, 4050-209 Porto, Portugal"
Honest Greens Santa Catarina,porto,4,41.147797,-8.6062685,"https://www.google.com/maps/search/Honest+Greens+Santa+Catarina+R.+de+Santa+Catarina+184,+4000-442+Porto,+Portugal","R. de Santa Catarina 184, 4000-442 Porto, Portugal"
Hong Kong Grande Palácio,porto,1,,,"https://www.google.com/maps/search/Hong+Kong+Grande+Pal%C3%A1cio+R.+de+Gon%C3%A7alo+Crist%C3%B3v%C3%A3o+252,+4000-265+Porto,+Portugal","R. de Gonçalo Cristóvão 252, 4000-265 Porto, Portugal"
Hora Extra Bar,porto,1,,,"https://www.google.com/maps/search/Hora+Extra+Bar+R.+de+C%C3%A2ndido+dos+Reis+42,+4050-151+Porto,+Portugal","R. de Cândido dos Reis 42, 4050-151 Porto, Portugal"
Horto da Boavista,porto,1,,,"https://www.google.com/maps/search/Horto+da+Boavista+Av.+da+Boavista+n%C2%BA+5192,+4100-125+Porto,+Portugal","Av. da Boavista nº 5192, 4100-125 Porto, Portugal"
Hospital CUF Porto,porto,3,,,"https://www.google.com/maps/search/Hospital+CUF+Porto+Estr.+da+Circunvala%C3%A7%C3%A3o+14341,+4100-180+Porto,+Portugal","Estr. da Circunvalação 14341, 4100-180 Porto, Portugal"
Hospital Lusíadas Porto,porto,1,,,"https://www.google.com/maps/search/Hospital+Lus%C3%ADadas+Porto+Av.+da+Boavista+171,+4050-115+Porto,+Portugal","Av. da Boavista 171, 4050-115 Porto, Portugal"
Hospital Reference Veterinary Montenegro,porto,2,,,"https://www.google.com/maps/search/Hospital+Reference+Veterinary+Montenegro+R.+da+P%C3%B3voa+34,+4000-395+Porto,+Portugal","R. da Póvoa 34, 4000-395 Porto, Portugal"
Hospital São João,porto,1,,,"https://www.google.com/maps/search/Hospital+S%C3%A3o+Jo%C3%A3o+Porto,+Portugal","Porto, Portugal"
Hostel Market,porto,1,,,"https://www.google.com/maps/search/Hostel+Market+Regi%C3%A3o+Norte,+Rua+de+Fernandes+Tom%C3%A1s+794,+4000-213+Porto,+Portugal","Região Norte, Rua de Fernandes Tomás 794, 4000-213 Porto, Portugal"
Hot Five Caffé,porto,1,,,"https://www.google.com/maps/search/Hot+Five+Caff%C3%A9+R.+de+Guerra+Junqueiro+489,+4150-098+Porto,+Portugal","R. de Guerra Junqueiro 489, 4150-098 Porto, Portugal"
Hot Five Jazz & Blues Club,porto,8,,,"https://www.google.com/maps/search/Hot+Five+Jazz+&+Blues+Club+R.+de+Guerra+Junqueiro+495,+4150-098+Porto,+Portugal","R. de Guerra Junqueiro 495, 4150-098 Porto, Portugal"
Hotel Cristal Porto,porto,2,,,"https://www.google.com/maps/search/Hotel+Cristal+Porto+Tv.+de+Antero+de+Quental+360,+4000-087+Porto,+Portugal","Tv. de Antero de Quental 360, 4000-087 Porto, Portugal"
Hotel Estoril Porto,porto,2,,,"https://www.google.com/maps/search/Hotel+Estoril+Porto+R.+de+Cedofeita+193,+4050-179+Porto,+Portugal","R. de Cedofeita 193, 4050-179 Porto, Portugal"
Hotel NH Collection Porto Batalha,porto,1,,,"https://www.google.com/maps/search/Hotel+NH+Collection+Porto+Batalha+Pra%C3%A7a+da+Batalha+60,+4000-171+Porto,+Portugal","Praça da Batalha 60, 4000-171 Porto, Portugal"
Hotel Neya Porto,porto,1,,,"https://www.google.com/maps/search/Hotel+Neya+Porto+R.+de+Monchique+35+a+41,+4050-394+Porto,+Portugal","R. de Monchique 35 a 41, 4050-394 Porto, Portugal"
Hotel One Shot Palácio Cedofeita,porto,1,,,"https://www.google.com/maps/search/Hotel+One+Shot+Pal%C3%A1cio+Cedofeita+R.+de+Cedofeita+407,+4050-181+Porto,+Portugal","R. de Cedofeita 407, 4050-181 Porto, Portugal"
Hotel Poveira oporto,porto,1,,,"https://www.google.com/maps/search/Hotel+Poveira+oporto+Rua+da+Esta%C3%A7%C3%A3o+54,+4300-171+Porto,+Portugal","Rua da Estação 54, 4300-171 Porto, Portugal"
Hotel São José,porto,1,,,"https://www.google.com/maps/search/Hotel+S%C3%A3o+Jos%C3%A9+Rua+da+Alegria+172,+4000-034+Porto,+Portugal","Rua da Alegria 172, 4000-034 Porto, Portugal"
Hotel Universal,porto,1,,,"https://www.google.com/maps/search/Hotel+Universal+Av.+dos+Aliados+38,+4000-064+Porto,+Portugal","Av. dos Aliados 38, 4000-064 Porto, Portugal"
Hotel Vila Galé Porto,porto,2,,,"https://www.google.com/maps/search/Hotel+Vila+Gal%C3%A9+Porto+Av.+de+Fern%C3%A3o+de+Magalh%C3%A3es+7,+4300-190+Porto,+Portugal","Av. de Fernão de Magalhães 7, 4300-190 Porto, Portugal"
Hotel da Música,porto,2,,,"https://www.google.com/maps/search/Hotel+da+M%C3%BAsica+Mercado+do+Bom+Sucesso,+Largo+Ferreira+Lapa,+21+a+183,+4150-323+Porto,+Portugal","Mercado do Bom Sucesso, Largo Ferreira Lapa, 21 a 183, 4150-323 Porto, Portugal"
Hotel do Norte,porto,1,,,"https://www.google.com/maps/search/Hotel+do+Norte+Rua+de+Fernandes+Tom%C3%A1s+579,+4000-217+Porto,+Portugal","Rua de Fernandes Tomás 579, 4000-217 Porto, Portugal"
House of Associations - FAJDP,porto,1,,,"https://www.google.com/maps/search/House+of+Associations+-+FAJDP+R.+de+Mouzinho+da+Silveira+234+6/8,+4050-417+Porto,+Portugal","R. de Mouzinho da Silveira 234 6/8, 4050-417 Porto, Portugal"
House of the Arts,porto,1,,,"https://www.google.com/maps/search/House+of+the+Arts+R.+Ruben+a+210+081,+4150-639+Porto,+Portugal","R. Ruben a 210 081, 4150-639 Porto, Portugal"
Häagen-Dazs,porto,1,,,"https://www.google.com/maps/search/H%C3%A4agen-Dazs+R.+das+Flores+280+282,+4050-264+Porto,+Portugal","R. das Flores 280 282, 4050-264 Porto, Portugal"
"Hôma Matosinhos Circunvalação: Decoração, Mobiliário, Cozinha, Arrumação",porto,1,,,"https://www.google.com/maps/search/H%C3%B4ma+Matosinhos+Circunvala%C3%A7%C3%A3o:+Decora%C3%A7%C3%A3o,+Mobili%C3%A1rio,+Cozinha,+Arruma%C3%A7%C3%A3o+Estr.+da+Circunvala%C3%A7%C3%A3o+12252,+4460-282+Porto,+Portugal","Estr. da Circunvalação 12252, 4460-282 Porto, Portugal"
I Loft Resto Bar,porto,1,,,"https://www.google.com/maps/search/I+Loft+Resto+Bar+Rua+da+Picaria+20,+4050-477+Porto,+Portugal","Rua da Picaria 20, 4050-477 Porto, Portugal"
IAMP,porto,1,,,"https://www.google.com/maps/search/IAMP+Rua+da+Alegria+1892,+Praceta+Privada+nr+13,+1%C2%B0andar,+4250-454+Porto,+Portugal","Rua da Alegria 1892, Praceta Privada nr 13, 1°andar, 4250-454 Porto, Portugal"
IEFP,porto,2,41.152544,-8.6075099,"https://www.google.com/maps/place/IEFP/@41.152544,-8.6075099,17z/data=!4m6!3m5!1s0xd2464fa521b27b3:0xecd72fe4a270a509!8m2!3d41.152544!4d-8.6075099!16s%2Fg%2F11b7gtt191?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","4000 111, R. Guedes de Azevedo 212, Porto, Portugal"
IEFP Cerco,porto,2,,,"https://www.google.com/maps/search/IEFP+Cerco+R.+Peso+da+R%C3%A9gua,+4300-409+Porto,+Portugal","R. Peso da Régua, 4300-409 Porto, Portugal"
IKEDA - Japanese Cuisine,porto,1,,,"https://www.google.com/maps/search/IKEDA+-+Japanese+Cuisine+Rua+do+Campo+Alegre+416,+4150-178+Porto,+Portugal","Rua do Campo Alegre 416, 4150-178 Porto, Portugal"
IMT,porto,2,,,"https://www.google.com/maps/search/IMT+Av.+Fontes+Pereira+de+Melo+485+527,+4149-015+Porto,+Portugal","Av. Fontes Pereira de Melo 485 527, 4149-015 Porto, Portugal"
ISS Tech Portugal,porto,1,,,"https://www.google.com/maps/search/ISS+Tech+Portugal+R.+de+Santa+Catarina+1232,+4000-457+Porto,+Portugal","R. de Santa Catarina 1232, 4000-457 Porto, Portugal"
IXIA SALON - Carla Neiva,porto,1,,,"https://www.google.com/maps/search/IXIA+SALON+-+Carla+Neiva+R.+de+Tr%C3%A1s+45,+4050-615+Porto,+Portugal","R. de Trás 45, 4050-615 Porto, Portugal"
Ibar Praia do Aquário,porto,6,41.1634015,-8.686405,"https://www.google.com/maps/search/Ibar+Praia+do+Aqu%C3%A1rio+Av.+de+Montevideu+516,+Porto,+Portugal","Av. de Montevideu 516, Porto, Portugal"
"Idiota (Conquest Pumpkin Unip., LDA)",porto,1,,,"https://www.google.com/maps/search/Idiota+(Conquest+Pumpkin+Unip.,+LDA)+R.+Das+Oliveiras+116,+4050-157+Porto,+Portugal","R. Das Oliveiras 116, 4050-157 Porto, Portugal"
Igreja Batista,porto,1,,,"https://www.google.com/maps/search/Igreja+Batista+Rua+da+Esta%C3%A7%C3%A3o+129+133,+4300-214+Porto,+Portugal","Rua da Estação 129 133, 4300-214 Porto, Portugal"
Igreja Batista Lagoinha Porto,porto,3,41.1642631,-8.6060958,"https://www.google.com/maps/place/Igreja+Batista+Lagoinha+Porto/@41.1642631,-8.6060958,17z/data=!4m6!3m5!1s0xd2464574c072f8b:0xeea8a056808a2c6f!8m2!3d41.1642631!4d-8.6060958!16s%2Fg%2F11c1tdfqkg?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. de Faria Guimarães 798, 4200-289 Porto, Portugal"
Igreja Messiânica Mundial De Portugal,porto,1,,,"https://www.google.com/maps/search/Igreja+Messi%C3%A2nica+Mundial+De+Portugal+Rua+do+Para%C3%ADso+186,+4300-096+Porto,+Portugal","Rua do Paraíso 186, 4300-096 Porto, Portugal"
Igreja Nova do Carvalhido,porto,1,,,"https://www.google.com/maps/search/Igreja+Nova+do+Carvalhido+R.+Dom+Ant%C3%B3nio+Meireles+140,+4250-054+Porto,+Portugal","R. Dom António Meireles 140, 4250-054 Porto, Portugal"
Igreja Paroquial Senhora da Conceição,porto,1,,,"https://www.google.com/maps/search/Igreja+Paroquial+Senhora+da+Concei%C3%A7%C3%A3o+Pra%C3%A7a+do+Marqu%C3%AAs+de+Pombal+111,+4000-307+Porto,+Portugal","Praça do Marquês de Pombal 111, 4000-307 Porto, Portugal"
Igreja Paroquial da Senhora do Porto,porto,1,,,"https://www.google.com/maps/search/Igreja+Paroquial+da+Senhora+do+Porto+R.+Santa+Luzia+41,+4250-450+Porto,+Portugal","R. Santa Luzia 41, 4250-450 Porto, Portugal"
Igreja Paroquial de Cristo Rei,porto,1,,,"https://www.google.com/maps/search/Igreja+Paroquial+de+Cristo+Rei+Pra%C3%A7a+Dom+Afonso+v+86,+4150-024+Porto,+Portugal","Praça Dom Afonso v 86, 4150-024 Porto, Portugal"
Igreja da Lapa,porto,2,,,"https://www.google.com/maps/search/Igreja+da+Lapa+Largo+da+Lapa+1,+4050-069+Porto,+Portugal","Largo da Lapa 1, 4050-069 Porto, Portugal"
Igreja da Santíssima Trindade,porto,3,,,"https://www.google.com/maps/search/Igreja+da+Sant%C3%ADssima+Trindade+Pra%C3%A7a+Trindade+170,+4000-539+Porto,+Portugal","Praça Trindade 170, 4000-539 Porto, Portugal"
Igreja das Antas,porto,1,,,"https://www.google.com/maps/search/Igreja+das+Antas+4350-414+Porto,+Portugal","4350-414 Porto, Portugal"
Igreja de Nossa Senhora da Hora,porto,1,41.1831202,-8.6547178,"https://www.google.com/maps/place/Igreja+de+Nossa+Senhora+da+Hora/@41.1831202,-8.6547178,17z/data=!4m6!3m5!1s0xd2465f6d4c3407d:0x3cd3990d193a87a8!8m2!3d41.1831202!4d-8.6547178!16s%2Fg%2F11bbrpw_kx?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. João Mendonça s/n, 4460-334 Porto, Portugal"
Igreja de São João Baptista da Foz do Douro,porto,1,,,"https://www.google.com/maps/search/Igreja+de+S%C3%A3o+Jo%C3%A3o+Baptista+da+Foz+do+Douro+Largo+da+Igreja+107,+4150-400+Porto,+Portugal","Largo da Igreja 107, 4150-400 Porto, Portugal"
Igreja do Carmo,porto,3,,,"https://www.google.com/maps/search/Igreja+do+Carmo+R.+do+Carmo,+4050-164+Porto,+Portugal","R. do Carmo, 4050-164 Porto, Portugal"
Igreja do Santíssimo Sacramento,porto,1,,,"https://www.google.com/maps/search/Igreja+do+Sant%C3%ADssimo+Sacramento+Porto,+Portugal","Porto, Portugal"
Iguarias de HANÓI,porto,1,,,"https://www.google.com/maps/search/Iguarias+de+HAN%C3%93I+Rua+da+Torrinha+232,+4050-610+Porto,+Portugal","Rua da Torrinha 232, 4050-610 Porto, Portugal"
Il Fornaio 178,porto,1,41.1653811,-8.641249,"https://www.google.com/maps/place/Il+Fornaio+178/@41.1653811,-8.641249,17z/data=!3m1!4b1!4m6!3m5!1s0xd246599c7d8bfaf:0xe238b57e56ebe5b0!8m2!3d41.1653811!4d-8.641249!16s%2Fg%2F11ddx5fnzz?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","R. Francois Guichard 178, 4100-012 Porto, Portugal"
Il Successo - Ristorante & Pizzeria,porto,1,,,"https://www.google.com/maps/search/Il+Successo+-+Ristorante+&+Pizzeria+R.+de+Santa+Catarina+1545,+4000-390+Porto,+Portugal","R. de Santa Catarina 1545, 4000-390 Porto, Portugal"
Ilícito,porto,1,,,"https://www.google.com/maps/search/Il%C3%ADcito+Rua+do+Almada+224,+4000-407+Porto,+Portugal","Rua do Almada 224, 4000-407 Porto, Portugal"
Impar Flores,porto,1,,,"https://www.google.com/maps/search/Impar+Flores+R.+das+Flores+306,+4000-069+Porto,+Portugal","R. das Flores 306, 4000-069 Porto, Portugal"
Impress,porto,3,,,"https://www.google.com/maps/search/Impress+R.+de+S%C3%A1+da+Bandeira+676,+4000-431+Porto,+Portugal","R. de Sá da Bandeira 676, 4000-431 Porto, Portugal"
Inala,porto,1,,,"https://www.google.com/maps/search/Inala+Rua+do+Outeiro+4+Rooftop,+4050-452+Porto,+Portugal","Rua do Outeiro 4 Rooftop, 4050-452 Porto, Portugal"
Indian Tandoori,porto,1,41.1481813,-8.5863376,"https://www.google.com/maps/place/Indian+Tandoori/@41.1481813,-8.5863376,17z/data=!4m6!3m5!1s0xd2464ee397a4139:0x1210b15e090b8f68!8m2!3d41.1481813!4d-8.5863376!16s%2Fg%2F11cjk1w_0_?entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D","Rua da Estação 60 62, 4000-222 Porto, Portugal"
Indian flavours II restaurante & bar,porto,1,,,"https://www.google.com/maps/search/Indian+flavours+II+restaurante+&+bar+R.+de+Cedofeita+451+LJ+35,+4050-181+Porto,+Portugal","R. de Cedofeita 451 LJ 35, 4050-181 Porto, Portugal"
Indian flavours restaurant & bar,porto,4,41.1630194,-8.6141199,"https://www.google.com/maps/search/Indian+flavours+restaurant+&+bar+R.+da+Constitui%C3%A7%C3%A3o+1343,+4250-167+Porto,+Portugal","R. da Constituição 1343, 4250-167 Porto, Portugal"
Indoor Soccer Arca d'Água,porto,1,,,"https://www.google.com/maps/search/Indoor+Soccer+Arca+d'%C3%81gua+R.+de+Nove+de+Abril+912,+4250-345+Porto,+Portugal","R. de Nove de Abril 912, 4250-345 Porto, Portugal"
Indústria,porto,1,,,"https://www.google.com/maps/search/Ind%C3%BAstria+4150+154,+Av.+do+Brasil+843,+Porto,+Portugal","4150 154, Av. do Brasil 843, Porto, Portugal"
